dataset_id,size,number_of_classes,number_of_literals,number_of_entities,number_of_properties,number_of_connections,number_of_connected_vertices,average_literals_per_vertex,relevance
64526,5627,10,70,10,90,20,11,7.0,0.0
64527,5716,10,70,10,90,20,11,7.0,0.0
64528,1886996,1000,5000,1000,7000,2000,1001,5.0,0.0
64529,1465,2,12,2,16,4,3,6.0,0.0
64530,8649,16,112,16,144,32,17,7.0,0.0
64531,3102,6,30,6,42,12,7,5.0,0.0
64532,6000,10,70,10,90,20,11,7.0,0.0
64533,5663,10,70,10,90,20,11,7.0,0.0
64534,1478,2,12,2,16,4,3,6.0,0.0
64535,1271,2,6,2,10,4,3,3.0,0.0
64536,3100,6,30,6,42,12,7,5.0,0.0
64537,6218,10,70,10,90,20,11,7.0,0.0
64538,2880,5,35,5,45,10,6,7.0,0.0
64539,2859,6,30,6,42,12,7,5.0,0.0
64540,1473,2,12,2,16,4,3,6.0,0.0
64541,2858,6,30,6,42,12,7,5.0,0.0
64542,6404,10,80,10,100,20,11,8.0,0.0
64543,1467,2,12,2,16,4,3,6.0,0.0
64544,6007,10,70,10,90,20,11,7.0,0.0
64545,1429,2,12,2,16,4,3,6.0,0.0
64546,6058,10,70,10,90,20,11,7.0,0.0
64547,5731,10,70,10,90,20,11,7.0,0.0
64548,2861,6,24,6,36,12,7,4.0,0.0
64549,6280,10,80,10,100,20,11,8.0,0.0
6455,239026,0,2500,0,3000,500,501,5.0,0.0
64551,3016,5,35,5,45,10,6,7.0,0.0
64552,7270,17,68,17,102,34,18,4.0,0.0
64553,3123,6,30,6,42,12,7,5.0,0.0
64554,5807,10,70,10,90,20,11,7.0,0.0
64555,5706,10,70,10,90,20,11,7.0,0.0
64556,3041,5,35,5,45,10,6,7.0,0.0
64558,395630,0,6636,0,7113,477,478,13.912,0.0
64559,8716,16,112,16,144,32,17,7.0,0.0
6456,70111,166,785,166,1117,332,167,4.729,0.0
64560,5990,10,70,10,90,20,11,7.0,0.0
64562,1463,2,12,2,16,4,3,6.0,0.0
64563,1438,2,12,2,16,4,3,6.0,0.0
64564,6351,10,80,10,100,20,11,8.0,0.0
64565,8666,16,112,16,144,32,17,7.0,0.0
64566,3435,8,24,8,40,16,9,3.0,0.0
64567,3124,6,30,6,42,12,7,5.0,0.0
64569,3339,6,42,6,54,12,7,7.0,0.0
6457,1519566,500,24057,500,25057,1000,501,48.114,1.0
64570,8731,16,112,16,144,32,17,7.0,0.0
64571,2550,4,28,4,36,8,5,7.0,0.0
64572,25740,73,219,73,365,146,74,3.0,0.0
64573,4029,7,49,7,63,14,8,7.0,0.0
64574,3125,6,30,6,42,12,7,5.0,0.0
64575,8715,16,112,16,144,32,17,7.0,0.0
64576,42961,0,624,0,728,104,105,6.0,0.5
64577,473869,1000,5000,1000,7000,2000,1001,5.0,0.0
64578,1484,2,12,2,16,4,3,6.0,0.0
64579,6055,10,70,10,90,20,11,7.0,0.0
6458,3168,0,20,0,25,5,6,4.0,0.0
64580,9218,17,119,17,153,34,18,7.0,0.0
64581,9147,17,119,17,153,34,18,7.0,0.0
64584,6393,10,80,10,100,20,11,8.0,0.0
64585,1476,2,12,2,16,4,3,6.0,0.0
64586,5796,10,70,10,90,20,11,7.0,0.0
64587,3099,6,30,6,42,12,7,5.0,0.0
64588,6051,10,70,10,90,20,11,7.0,0.0
64589,7883,16,112,16,144,32,17,7.0,0.0
6459,20794,0,198,0,241,43,44,4.605,0.0
64590,9147,17,119,17,153,34,18,7.0,0.0
64591,1480,2,12,2,16,4,3,6.0,0.0
64592,6209,10,70,10,90,20,11,7.0,0.0
64594,6262,10,80,10,100,20,11,8.0,0.0
64595,3106,6,30,6,42,12,7,5.0,0.0
64596,6176,10,70,10,90,20,11,7.0,0.0
64597,1473,2,12,2,16,4,3,6.0,0.0
64598,3100,6,30,6,42,12,7,5.0,0.0
6460,5973,0,20,0,25,5,6,4.0,0.0
64600,3125,6,30,6,42,12,7,5.0,0.0
64601,6245,10,80,10,100,20,11,8.0,0.0
64602,2859,6,30,6,42,12,7,5.0,0.0
64603,827970,0,10929,0,11406,477,478,22.912,0.0
64606,3101,6,30,6,42,12,7,5.0,0.0
64607,7949,16,112,16,144,32,17,7.0,0.0
6461,411310,500,5000,500,6000,1000,501,10.0,0.0
64610,6295,10,80,10,100,20,11,8.0,0.0
64611,8731,16,112,16,144,32,17,7.0,0.0
64613,6436,10,80,10,100,20,11,8.0,0.0
64614,6247,10,80,10,100,20,11,8.0,0.0
64615,6404,10,80,10,100,20,11,8.0,0.0
64616,5436,12,60,12,84,24,13,5.0,0.0
64617,3020,5,35,5,45,10,6,7.0,0.0
64618,6274,10,80,10,100,20,11,8.0,0.0
6462,417306,500,5500,500,6500,1000,501,11.0,0.0
64620,329857,337,3213,337,4179,966,630,9.534,0.0
64622,1475,2,12,2,16,4,3,6.0,0.0
64623,3027,0,35,0,40,5,6,7.0,0.0
64624,3019,5,35,5,45,10,6,7.0,0.0
64625,2529,4,28,4,36,8,5,7.0,0.0
64626,6259,10,80,10,100,20,11,8.0,0.0
64627,3099,6,30,6,42,12,7,5.0,0.0
64628,6356,10,80,10,100,20,11,8.0,0.0
64630,43376,0,624,0,728,104,105,6.0,0.0
64634,1474,2,12,2,16,4,3,6.0,0.0
64636,6270,10,80,10,100,20,11,8.0,0.0
64637,1469,2,12,2,16,4,3,6.0,0.0
64639,6475,10,80,10,100,20,11,8.0,0.0
6464,23368,0,344,0,364,20,21,17.2,0.0
64640,3025,5,35,5,45,10,6,7.0,0.0
64641,6305,10,80,10,100,20,11,8.0,0.0
64642,8649,16,112,16,144,32,17,7.0,0.0
64643,6429,10,80,10,100,20,11,8.0,0.0
64645,3100,6,30,6,42,12,7,5.0,0.0
6465,23484,0,238,0,287,49,50,4.857,0.0
64651,3020,5,35,5,45,10,6,7.0,0.0
6466,87103,0,1398,0,1478,80,81,17.475,0.0
64661,6395,10,80,10,100,20,11,8.0,0.0
64663,2533,4,28,4,36,8,5,7.0,0.0
64664,85600,347,347,347,1041,694,348,1.0,0.0
64666,3126,6,30,6,42,12,7,5.0,0.0
6467,1435,0,14,0,15,1,2,14.0,0.0
64670,3100,6,30,6,42,12,7,5.0,0.0
64671,3100,6,30,6,42,12,7,5.0,0.0
64672,1467,2,12,2,16,4,3,6.0,0.0
64674,2533,4,28,4,36,8,5,7.0,0.0
64675,16540,14,229,14,257,28,15,16.357,0.0
64679,3020,5,35,5,45,10,6,7.0,0.0
6468,1039095,364,15024,364,15752,728,365,41.275,0.0
64681,9215,17,119,17,153,34,18,7.0,0.0
64684,9148,17,119,17,153,34,18,7.0,0.0
64685,6295,10,80,10,100,20,11,8.0,0.0
64686,1465,2,12,2,16,4,3,6.0,0.0
64687,6734,10,90,10,110,20,11,9.0,0.0
64688,4719,12,36,12,60,24,13,3.0,0.0
6469,366210,0,10000,0,10500,500,501,20.0,0.0
64690,6349,10,80,10,100,20,11,8.0,0.0
64692,1473,2,12,2,16,4,3,6.0,0.0
64694,3104,6,30,6,42,12,7,5.0,0.0
64696,1475,2,12,2,16,4,3,6.0,0.0
64699,9214,17,119,17,153,34,18,7.0,0.0
6470,367979,0,10000,0,10500,500,501,20.0,0.0
64700,3122,6,30,6,42,12,7,5.0,0.0
64701,9165,17,119,17,153,34,18,7.0,0.0
64702,3106,6,30,6,42,12,7,5.0,0.0
64705,6324,10,80,10,100,20,11,8.0,0.0
64706,1475,2,12,2,16,4,3,6.0,0.0
64707,9215,17,119,17,153,34,18,7.0,0.0
64708,1762685,1998,28396,1998,32392,3996,2000,14.212,0.0
64709,6433,10,80,10,100,20,11,8.0,0.0
6471,129488,0,1100,0,1320,220,221,5.0,0.0
64710,1471,2,12,2,16,4,3,6.0,0.0
64711,6268,10,80,10,100,20,11,8.0,0.0
64712,9213,17,119,17,153,34,18,7.0,0.0
64713,3096,6,30,6,42,12,7,5.0,0.0
64714,2550,4,28,4,36,8,5,7.0,0.0
64715,3101,6,30,6,42,12,7,5.0,0.0
64716,6373,10,80,10,100,20,11,8.0,0.0
64717,473363,1000,5000,1000,7000,2000,1001,5.0,0.0
64718,3020,5,35,5,45,10,6,7.0,0.0
64719,6428,10,80,10,100,20,11,8.0,0.0
64720,6284,10,80,10,100,20,11,8.0,0.0
64721,6315,10,80,10,100,20,11,8.0,0.0
64722,9147,17,119,17,153,34,18,7.0,0.0
64723,6290,10,80,10,100,20,11,8.0,0.0
64724,24330,0,350,0,400,50,51,7.0,0.0
64727,2533,4,28,4,36,8,5,7.0,0.0
64728,3100,6,30,6,42,12,7,5.0,0.0
64730,3101,6,30,6,42,12,7,5.0,0.0
64733,5436,12,60,12,84,24,13,5.0,0.0
64734,6428,10,80,10,100,20,11,8.0,0.0
64736,6312,10,80,10,100,20,11,8.0,0.0
64737,2681,5,25,5,35,10,6,5.0,0.0
64743,6307,10,80,10,100,20,11,8.0,0.0
64745,6438,10,80,10,100,20,11,8.0,0.0
64747,3020,5,35,5,45,10,6,7.0,0.0
64748,1465,2,12,2,16,4,3,6.0,0.0
6475,484942,0,9000,0,9500,500,501,18.0,0.5
64750,165803,339,1695,339,2373,678,340,5.0,0.0
64751,6259,10,80,10,100,20,11,8.0,0.0
64753,1465,2,12,2,16,4,3,6.0,0.0
64756,1465,2,12,2,16,4,3,6.0,0.0
64759,3104,6,30,6,42,12,7,5.0,0.0
6476,475865,0,9000,0,9500,500,501,18.0,0.0
64760,9161,17,119,17,153,34,18,7.0,0.0
64761,9146,17,119,17,153,34,18,7.0,0.0
64763,9225,15,135,15,165,30,16,9.0,0.0
64766,3025,5,35,5,45,10,6,7.0,0.0
6477,476393,0,9000,0,9500,500,501,18.0,0.0
64775,1465,2,12,2,16,4,3,6.0,0.0
6478,481783,0,9000,0,9500,500,501,18.0,0.0
64780,6919,10,90,10,110,20,11,9.0,0.0
64798,245585,1000,1000,1000,3000,2000,1001,1.0,0.0
64799,21722,18,305,18,341,36,19,16.944,0.0
648,450300,0,9000,0,9500,500,501,18.0,0.0
6480,1421159,0,23682,0,24182,500,501,47.364,0.0
64800,6763,10,90,10,110,20,11,9.0,0.0
64801,1473,2,12,2,16,4,3,6.0,0.0
64803,6720,10,90,10,110,20,11,9.0,0.0
64805,5741,10,70,10,90,20,11,7.0,0.0
64806,5738664,477,3816,477,4770,954,478,8.0,0.0
64809,6862,10,90,10,110,20,11,9.0,0.0
6481,470487,0,9000,0,9500,500,501,18.0,0.0
64816,9145,17,119,17,153,34,18,7.0,0.0
64817,9634,18,126,18,162,36,19,7.0,0.0
64819,6294,10,80,10,100,20,11,8.0,0.0
6482,275783,0,5500,0,6000,500,501,11.0,0.0
64820,1467,2,12,2,16,4,3,6.0,0.0
64822,3100,6,30,6,42,12,7,5.0,0.0
64823,6429,10,80,10,100,20,11,8.0,0.0
64826,3107,6,30,6,42,12,7,5.0,0.0
64827,6451,10,80,10,100,20,11,8.0,0.0
6483,275691,500,5500,500,6500,1000,501,11.0,0.0
64831,6729,10,90,10,110,20,11,9.0,0.0
64835,9648,18,126,18,162,36,19,7.0,0.0
64838,6308,10,80,10,100,20,11,8.0,0.0
6484,272593,0,4000,0,4500,500,501,8.0,0.0
64849,3125,6,30,6,42,12,7,5.0,0.0
6485,508002,500,9000,500,10000,1000,501,18.0,0.0
64854,1473,2,12,2,16,4,3,6.0,0.0
6486,459172,500,9000,500,10000,1000,501,18.0,0.0
64863,6449,10,80,10,100,20,11,8.0,0.0
64868,6459,10,80,10,100,20,11,8.0,0.0
64869,1469,2,12,2,16,4,3,6.0,0.0
6487,275457,0,5500,0,6000,500,501,11.0,0.0
64870,3101,6,30,6,42,12,7,5.0,0.0
64871,6876,10,90,10,110,20,11,9.0,0.0
64872,2685,5,25,5,35,10,6,5.0,0.0
64876,6373,10,80,10,100,20,11,8.0,0.0
64879,9224,17,119,17,153,34,18,7.0,0.0
6488,363262,500,10000,500,11000,1000,501,20.0,0.0
64880,6356,10,80,10,100,20,11,8.0,0.0
64882,645958,1000,8929,1000,10929,2000,1001,8.929,0.0
64887,14550,57,57,57,171,114,58,1.0,0.0
6489,369754,500,10000,500,11000,1000,501,20.0,0.0
649,1190659,0,19038,0,19538,500,501,38.076,0.0
6490,1014095,500,16725,500,17725,1000,501,33.45,0.0
64900,4095,0,30,0,40,10,11,3.0,0.0
64904,916288,1000,12230,1000,14230,2000,1001,12.23,0.0
64907,2739419,1000,28970,1000,30970,2000,1001,28.97,0.0
64908,60855,246,246,246,738,492,247,1.0,0.0
6491,3147825,500,114578,500,115578,1000,501,229.156,0.0
64912,177720,723,723,723,2169,1446,724,1.0,0.0
64913,9215,17,119,17,153,34,18,7.0,0.0
64917,165803,339,1695,339,2373,678,340,5.0,0.0
64918,130680,531,531,531,1593,1062,532,1.0,0.0
64921,130680,531,531,531,1593,1062,532,1.0,0.0
64925,25913,52,364,52,468,104,53,7.0,0.0
64926,6479,10,80,10,100,20,11,8.0,0.0
64927,158788,327,1635,327,2289,654,328,5.0,0.0
64928,159805,0,2034,0,2260,226,227,9.0,0.0
64929,141547,223,1784,223,2230,446,224,8.0,0.0
6493,617080,0,9081,0,9581,500,501,18.162,0.5
64930,130680,531,531,531,1593,1062,532,1.0,0.0
64931,477786,1000,5000,1000,7000,2000,1001,5.0,0.0
64932,1325,2,8,2,12,4,3,4.0,0.0
64933,130680,531,531,531,1593,1062,532,1.0,0.0
64934,1484,2,12,2,16,4,3,6.0,0.0
64935,8731,16,112,16,144,32,17,7.0,0.0
64936,132805,531,531,531,1593,1062,532,1.0,0.0
64937,132805,531,531,531,1593,1062,532,1.0,0.0
64938,6352,10,80,10,100,20,11,8.0,0.0
64939,132805,531,531,531,1593,1062,532,1.0,0.0
6494,226311,0,3006,0,3506,500,501,6.012,0.0
64940,132805,531,531,531,1593,1062,532,1.0,0.0
64941,3106,6,30,6,42,12,7,5.0,0.0
64942,130680,531,531,531,1593,1062,532,1.0,0.0
64943,130680,531,531,531,1593,1062,532,1.0,0.0
64944,130680,531,531,531,1593,1062,532,1.0,0.0
64945,6431,10,80,10,100,20,11,8.0,0.0
64946,130680,531,531,531,1593,1062,532,1.0,0.0
64947,3106,6,30,6,42,12,7,5.0,0.0
64948,60855,246,246,246,738,492,247,1.0,0.0
64949,245585,1000,1000,1000,3000,2000,1001,1.0,0.0
64950,177720,723,723,723,2169,1446,724,1.0,0.0
64951,130680,531,531,531,1593,1062,532,1.0,0.0
64952,695789,1000,10000,1000,12000,2000,1001,10.0,0.0
64956,1414282,0,22641,0,23641,1000,1001,22.641,0.0
6496,12685,0,100,0,125,25,26,4.0,0.5
6497,140627,0,2688,0,2856,168,169,16.0,0.0
6498,2115471,1263,24050,1263,27011,2961,1700,14.164,0.0
6499,19231,0,234,0,247,13,14,18.0,0.5
650,1522183,0,32973,0,33473,500,501,65.946,0.5
6501,32133,0,300,0,375,75,76,4.0,0.0
6503,47838,25,975,25,1025,50,26,39.0,1.0
6504,60481,0,800,0,900,100,101,8.0,0.0
6505,292501,0,3668,0,3740,72,73,50.944,0.0
6506,454212,0,8436,0,8936,500,501,16.872,0.0
6508,494010,0,7542,0,7964,422,423,17.872,0.0
6509,1553151,500,21488,500,22488,1000,501,42.976,0.0
6510,219351,277,2006,277,2560,554,278,7.242,0.0
6511,396263,500,5500,500,6500,1000,501,11.0,0.0
6512,270634,500,3500,500,4500,1000,501,7.0,0.0
6513,184860,0,3570,0,3780,210,211,17.0,0.0
6514,631342,500,12488,500,13488,1000,501,24.976,1.0
65144,2339353,1000,33481,1000,35481,2000,1001,33.481,0.0
65145,2278383,1000,32309,1000,34309,2000,1001,32.309,0.0
65146,2278383,1000,32309,1000,34309,2000,1001,32.309,0.0
65147,243580,1000,1000,1000,3000,2000,1001,1.0,0.0
6515,60330,0,636,0,727,91,92,6.989,0.0
6516,324830,0,4498,0,4998,500,501,8.996,0.0
6517,636762,0,8527,0,9027,500,501,17.054,0.0
6518,297769,0,3566,0,4066,500,501,7.132,0.0
65181,581580,1000,9000,1000,11000,2000,1001,9.0,0.0
65189,166597,113,748,113,974,226,114,6.619,0.0
6519,376934,500,5000,500,6000,1000,501,10.0,0.0
65190,120620,213,1064,213,1490,426,214,4.995,0.0
65191,114409,153,2156,153,2462,306,154,14.092,0.0
65192,311046,0,3955,0,4469,514,515,7.695,0.5
65198,38549,0,464,0,490,26,27,17.846,0.0
65199,28390,109,109,109,327,218,110,1.0,0.0
6520,23820,0,483,0,504,21,22,23.0,0.5
65200,87350,0,1248,0,1404,156,157,8.0,0.0
65202,53900,0,675,0,810,135,136,5.0,0.0
65203,6401,0,75,0,90,15,16,5.0,0.0
65204,479782,1000,6918,1000,8918,2000,1001,6.918,0.0
65205,558388,1000,9000,1000,11000,2000,1001,9.0,0.0
65206,5421,12,48,12,72,24,13,4.0,0.0
65208,1149558,1000,23000,1000,25000,2000,1001,23.0,0.0
65209,2018202,155,1085,155,1395,310,156,7.0,0.0
6521,2085408,0,22614,0,23114,500,501,45.228,0.0
65210,19159,32,188,32,252,64,33,5.875,0.0
65214,1254168,1000,10000,1000,12000,2000,1001,10.0,0.0
65215,15435,19,203,19,241,38,20,10.684,0.0
65216,2652,4,28,4,36,8,5,7.0,0.0
65217,137099,0,1820,0,2080,260,261,7.0,0.0
65218,55287,0,764,0,822,58,59,13.172,0.0
65219,11968,23,161,23,207,46,24,7.0,0.0
65223,673864,432,16416,432,17280,864,433,38.0,0.0
65224,299847,744,3720,744,5208,1488,745,5.0,0.0
65225,783203,1000,14000,1000,16000,2000,1001,14.0,0.0
65227,95630,0,1296,0,1440,144,145,9.0,0.0
65228,49258,0,780,0,858,78,79,10.0,0.0
6523,304687,0,2907,0,3407,500,501,5.814,0.0
65233,25650,35,370,35,440,70,36,10.571,0.0
65234,4447,0,50,0,60,10,11,5.0,0.0
65237,684746,1000,9824,1000,11824,2000,1001,9.824,0.0
65239,126138,0,1534,0,1732,198,199,7.747,0.0
6524,16076,0,198,0,222,24,25,8.25,0.0
65245,97031,0,1344,0,1536,192,193,7.0,0.0
65246,684387,1000,10780,1000,12780,2000,1001,10.78,0.0
65247,504896,1000,7984,1000,9984,2000,1001,7.984,0.0
65248,38722,0,394,0,441,47,48,8.383,0.0
6525,336035,500,5003,500,6003,1000,501,10.006,0.0
65250,579419,1000,8922,1000,10922,2000,1001,8.922,0.0
65255,6119,0,90,0,100,10,11,9.0,0.0
65259,48718,108,540,108,756,216,109,5.0,0.0
6526,770433,0,11092,0,11328,236,237,47.0,0.0
65260,655176,1000,6873,1000,8873,2000,1001,6.873,0.0
65263,535559,1000,8000,1000,10000,2000,1001,8.0,0.0
65264,58184,122,854,122,1098,244,123,7.0,0.0
65265,7078,10,90,10,110,20,11,9.0,0.0
65266,100554,207,1446,207,1860,414,208,6.986,0.0
65267,360726,624,5616,624,6864,1248,625,9.0,0.0
65268,8265,0,117,0,130,13,14,9.0,0.0
6527,3763075,0,75023,0,75523,500,501,150.046,0.0
65270,35935,60,520,60,640,120,61,8.667,0.0
65271,609751,1000,9999,1000,11999,2000,1001,9.999,0.0
65272,480105,1000,6928,1000,8928,2000,1001,6.928,0.0
65273,88994,153,918,153,1224,306,154,6.0,0.0
65274,27311,59,354,59,472,118,60,6.0,0.5
65275,3606,0,24,0,30,6,7,4.0,0.0
65276,18634,0,296,0,312,16,17,18.5,0.0
65277,19120,0,296,0,312,16,17,18.5,0.0
65278,6608,10,90,10,110,20,11,9.0,0.0
65279,57194,126,747,126,999,252,127,5.929,0.0
6528,63894,33,792,33,858,66,34,24.0,0.0
65280,474797,1000,6530,1000,8530,2000,1001,6.53,0.5
65281,162578,0,2664,0,2808,144,145,18.5,0.0
65282,5899,0,72,0,84,12,13,6.0,0.0
65283,12541,22,176,22,220,44,23,8.0,0.0
65284,512318,1000,7528,1000,9528,2000,1001,7.528,0.0
65285,20464,28,448,28,504,56,29,16.0,0.0
65286,15220,0,176,0,198,22,23,8.0,0.0
65287,147710,9,99,9,117,18,10,11.0,0.0
65288,576049,635,1905,635,3175,1270,636,3.0,0.0
65289,566665,1000,8964,1000,10964,2000,1001,8.964,0.0
6529,58872,0,480,0,640,160,161,3.0,0.0
65290,6726,14,83,14,111,28,15,5.929,0.0
65292,295357,510,4990,510,6010,1020,511,9.784,0.0
65294,491079,869,6730,869,8468,1738,870,7.745,0.0
65295,839417,1000,14098,1000,16098,2000,1001,14.098,0.0
65296,437632,1000,5432,1000,7432,2000,1001,5.432,0.0
65298,12358,0,160,0,180,20,21,8.0,0.0
65299,24335,46,276,46,368,92,47,6.0,0.0
6530,524746,0,7973,0,8473,500,501,15.946,0.0
65300,165161,260,2350,260,2870,520,261,9.038,0.0
65302,209290,441,2205,441,3087,882,442,5.0,0.0
65303,1572592,1000,35180,1000,37180,2000,1001,35.18,0.0
65304,31303,60,385,60,505,120,61,6.417,0.0
65305,84445,0,1170,0,1300,130,131,9.0,0.0
65306,7259,15,90,15,120,30,16,6.0,0.0
65309,3866,4,39,4,47,8,5,9.75,0.0
6531,52539,0,789,0,830,41,42,19.244,0.0
65310,539461,1000,8988,1000,10988,2000,1001,8.988,0.0
65311,662719,1000,10993,1000,12993,2000,1001,10.993,0.0
65312,193051,109,1753,109,1971,218,110,16.083,0.5
65313,228394,392,3136,392,3920,784,393,8.0,0.5
65315,74227,0,908,0,1020,112,113,8.107,0.0
65316,2289,4,20,4,28,8,5,5.0,0.0
65317,146152,109,1853,109,2071,218,110,17.0,0.0
65318,30351,51,459,51,561,102,52,9.0,0.0
65319,28616,68,340,68,476,136,69,5.0,1.0
6532,348030,0,4500,0,5000,500,501,9.0,0.0
65320,104414,0,1420,0,1570,150,151,9.467,0.0
65322,55173,90,810,90,990,180,91,9.0,0.0
65323,14783,30,210,30,270,60,31,7.0,0.0
65324,244416,531,3186,531,4248,1062,532,6.0,0.0
65325,41136,68,612,68,748,136,69,9.0,0.0
65327,24412,50,350,50,450,100,51,7.0,0.0
65329,460040,0,5036,0,5888,852,853,5.911,0.0
6533,401933,0,6102,0,6602,500,501,12.204,0.5
65330,109463,198,1584,198,1980,396,199,8.0,0.0
65333,11755,17,136,17,170,34,18,8.0,0.0
65336,60669,108,837,108,1053,216,109,7.75,0.0
65337,146280,109,1853,109,2071,218,110,17.0,0.0
65338,64927,120,960,120,1200,240,121,8.0,0.0
65339,7999693,1000,9000,1000,11000,2000,1001,9.0,0.0
6534,99170,0,1541,0,1649,108,109,14.269,0.0
65340,30035,55,437,55,547,110,56,7.945,0.0
65341,47643,108,540,108,756,216,109,5.0,0.0
65342,312079,495,4613,495,5603,990,496,9.319,0.0
65347,446256,1000,6000,1000,8000,2000,1001,6.0,0.0
65348,1340220,1000,21000,1000,23000,2000,1001,21.0,0.0
65349,16151,29,232,29,290,58,30,8.0,0.0
6535,186710,0,2309,0,2518,209,210,11.048,0.0
65352,132766,0,1561,0,1769,208,209,7.505,0.0
65353,256328,450,3798,450,4698,900,451,8.44,0.0
65359,299849,500,4500,500,5500,1000,501,9.0,0.5
6536,440679,0,5284,0,5784,500,501,10.568,0.0
65361,7167,15,89,15,119,30,16,5.933,0.0
65362,7622851,1000,13000,1000,15000,2000,1001,13.0,0.0
65363,145509,109,1853,109,2071,218,110,17.0,0.0
65367,75730,144,1148,144,1436,288,145,7.972,0.0
65368,6031,10,90,10,110,20,11,9.0,0.0
65369,55715,117,585,117,819,234,118,5.0,0.0
6537,26802,0,281,0,338,57,58,4.93,0.0
65372,3618076,1000,7000,1000,9000,2000,1001,7.0,0.0
65375,108772,170,1513,170,1853,340,171,8.9,0.0
65377,175948,252,4032,252,4536,504,253,16.0,0.0
65378,12340,29,145,29,203,58,30,5.0,0.0
65379,42043539,1000,25000,1000,27000,2000,1001,25.0,0.0
6538,39449,0,456,0,513,57,58,8.0,0.0
65380,259596,1000,1000,1000,3000,2000,1001,1.0,0.0
65382,9185,14,111,14,139,28,15,7.929,0.0
65383,4380462,1000,16000,1000,18000,2000,1001,16.0,0.0
65385,1615,4,4,4,12,8,5,1.0,0.0
65386,123867,255,1785,255,2295,510,256,7.0,0.0
65387,689294,1000,8916,1000,10916,2000,1001,8.916,0.0
65388,55690,99,891,99,1089,198,100,9.0,0.0
6539,7696,0,65,0,70,5,6,13.0,0.0
65393,5924095,1000,16973,1000,18973,2000,1001,16.973,0.0
65396,169593,336,2352,336,3024,672,337,7.0,0.0
654,57958,32,256,32,320,64,33,8.0,0.0
6540,39949,0,507,0,528,21,22,24.143,0.5
65400,6607,10,90,10,110,20,11,9.0,0.0
65406,277804,326,4238,326,4890,652,327,13.0,0.0
65407,10120,17,136,17,170,34,18,8.0,0.0
6541,299936,500,5500,500,6500,1000,501,11.0,0.0
65417,67898,145,1015,145,1305,290,146,7.0,0.0
6542,6269,0,48,0,60,12,13,4.0,0.0
65423,107834,170,1292,170,1632,340,171,7.6,0.0
6543,427716,0,8500,0,9000,500,501,17.0,0.5
65434,434691,1000,5998,1000,7998,2000,1001,5.998,0.0
65437,236450,310,3680,310,4300,620,311,11.871,0.0
6544,44932,0,784,0,833,49,50,16.0,0.5
65440,74278,140,808,140,1088,280,141,5.771,0.0
6545,338736,0,4891,0,5391,500,501,9.782,0.5
65452,693219,1000,10000,1000,12000,2000,1001,10.0,0.0
6546,62669,0,590,0,627,37,38,15.946,0.0
65461,70574,172,855,172,1199,344,173,4.971,0.0
65464,2255608,1000,27000,1000,29000,2000,1001,27.0,0.0
6547,36207,36,504,36,576,72,37,14.0,0.0
6548,754561,500,12452,500,13452,1000,501,24.904,0.5
65483,126839,109,1635,109,1853,218,110,15.0,0.0
6549,403145,500,5000,500,6000,1000,501,10.0,0.0
6550,41100,83,332,83,498,166,84,4.0,0.0
6551,379594,0,7000,0,7500,500,501,14.0,0.0
65510,96701,200,1400,200,1800,400,201,7.0,0.0
65511,164187,335,2053,335,2723,670,336,6.128,0.0
65512,63866,64,928,64,1056,128,65,14.5,0.0
65513,1019007,1000,18000,1000,20000,2000,1001,18.0,0.0
65515,454934,662,5281,662,6605,1324,663,7.977,0.0
65516,32728,0,432,0,480,48,49,9.0,0.0
65517,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65519,562627,1000,6000,1000,8000,2000,1001,6.0,0.0
6552,6732,8,64,8,88,24,18,4.0,0.0
65521,207977,303,2424,303,3030,606,304,8.0,0.0
65522,165505,165,1484,165,1814,330,166,8.994,0.0
65524,653571,1000,7946,1000,9946,2000,1001,7.946,0.5
65526,436783,1000,4042,1000,6042,2000,1001,4.042,0.0
65527,1166128,1000,13607,1000,15607,2000,1001,13.607,0.0
65528,933907,1000,12000,1000,14000,2000,1001,12.0,0.0
65529,37079,60,600,60,720,120,61,10.0,0.0
6553,365351,0,4000,0,4500,500,501,8.0,0.0
65530,132384,119,1304,119,1542,238,120,10.958,0.0
65537,48451,96,568,96,760,192,97,5.917,0.5
65538,643355,1000,6917,1000,8917,2000,1001,6.917,0.0
6554,1146356,0,20356,0,20856,500,501,40.712,0.0
65540,505848,1000,5000,1000,7000,2000,1001,5.0,0.0
65541,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65542,33640,11,498,11,520,22,12,45.273,0.0
65543,781520,1000,12936,1000,14936,2000,1001,12.936,0.0
65545,1891902,1000,33911,1000,35911,2000,1001,33.911,0.0
65548,11143,38,38,38,114,76,39,1.0,0.0
65549,3473,5,30,5,40,10,6,6.0,0.0
6555,230631,0,3930,0,4323,393,394,10.0,0.0
65551,18141,38,190,38,266,76,39,5.0,0.0
65552,67291,94,964,94,1152,188,95,10.255,0.0
65553,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65554,408245,561,5048,561,6170,1122,562,8.998,0.0
65555,793497,886,9746,886,11518,1772,887,11.0,0.0
65556,18659,31,213,31,275,62,32,6.871,0.0
6556,2502005,1484,28365,1484,31833,3468,1986,14.297,0.0
